timestamp_ns,time_sec,flight_id,fault_type,alt_error,aspd_error,xtrack_error,wp_dist,nav_roll,nav_pitch,nav_yaw,nav_x,nav_y,nav_z,label_anomaly
1532986742205217529,0.0,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.149999991059,-517.474182129,-38.3643722534,6,-4.22819852829,-1.13688063622,82.3215179443,3.99571824074,22.0919895172,0.771436452866,0
1532986742288669083,0.083451554,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.219999998808,-511.533538818,-36.1074981689,8,-4.22819852829,-1.13688063622,82.3215179443,3.9560649395,22.1370029449,0.954699873924,0
1532986742373358745,0.168141216,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.219999998808,-511.533538818,-36.1074981689,8,-4.22819852829,-1.13688063622,82.3215179443,3.83341693878,22.1768035889,1.08701598644,0
1532986742397394031,0.192176502,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.319999992847,-507.493408203,-150.516876221,10,-4.22819852829,-1.13688063622,82.3215179443,3.78566932678,22.186674118,1.12978196144,0
1532986742425113851,0.219896322,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.319999992847,-507.493408203,-150.516876221,10,-4.22819852829,-1.13688063622,82.3215179443,3.66282081604,22.2016487122,1.21172094345,0
1532986742494114697,0.288897168,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.439999997616,-406.758880615,-152.723144531,13,18.6454219818,-3.18262529373,84.4327316284,3.37655973434,22.2038078308,1.40358626842,0
1532986742533878992,0.328661463,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.439999997616,-406.758880615,-152.723144531,13,18.6454219818,-3.18262529373,84.4327316284,3.37655973434,22.2038078308,1.40358626842,0
1532986742600557124,0.395339595,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.579999983311,-410.488311768,-154.971694946,15,18.6454219818,-3.18262529373,84.4327316284,3.19322443008,22.1765441895,1.47329437733,0
1532986742644364351,0.439146822,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.579999983311,-410.488311768,-154.971694946,15,18.6454219818,-3.18262529373,84.4327316284,3.14026331902,22.1399173737,1.47145736217,0
1532986742687015773,0.481798244,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.740000009537,-420.258728027,-157.169509888,17,18.6454219818,-3.18262529373,84.4327316284,3.11016988754,22.1001758575,1.44958055019,0
1532986742729117949,0.52390042,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.740000009537,-420.258728027,-157.169509888,17,18.6454219818,-3.18262529373,84.4327316284,3.10954380035,22.0564365387,1.37701272964,0
1532986742823734396,0.618516867,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,0.879999995232,-446.222686768,-159.384231567,19,18.6454219818,-3.18262529373,84.4327316284,3.26019454002,21.9034767151,1.27417480946,0
1532986742893219625,0.688002096,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.00999999046,-458.505615234,-161.582046509,22,-6.79307317734,-1.87567770481,80.8638916016,3.44335508347,21.7646121979,1.25092661381,0
1532986742933769293,0.728551764,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.00999999046,-458.505615234,-161.582046509,22,-6.79307317734,-1.87567770481,80.8638916016,3.50049304962,21.7219142914,1.22866594791,0
1532986742964962478,0.759744949,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.11000001431,-455.170837402,-163.762954712,24,-6.79307317734,-1.87567770481,80.8638916016,3.6332719326,21.6450023651,1.19157445431,0
1532986743022940381,0.817722852,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.11000001431,-455.170837402,-163.762954712,24,-6.79307317734,-1.87567770481,80.8638916016,3.81665372849,21.523601532,1.17007768154,0
1532986743052178884,0.846961355,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.11000001431,-455.170837402,-163.762954712,24,-6.79307317734,-1.87567770481,80.8638916016,3.81665372849,21.523601532,1.17007768154,0
1532986743098134392,0.892916863,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.19999992847,-451.783569336,-165.926925659,26,-6.79307317734,-1.87567770481,80.8638916016,4.05465984344,21.3633480072,1.2188616991,0
1532986743177411623,0.972194094,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.19999992847,-451.783569336,-165.926925659,26,-6.79307317734,-1.87567770481,80.8638916016,4.23768949509,21.2264671326,1.26525652409,0
1532986743207555787,1.002338258,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.28999996185,-430.113800049,-168.074020386,28,-21.8679771423,-1.74578893185,82.9592590332,4.23768949509,21.2264671326,1.26525652409,0
1532986743274943422,1.069725893,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.28999996185,-430.113800049,-168.074020386,28,-21.8679771423,-1.74578893185,82.9592590332,4.60287237167,21.0010032654,1.34946918488,0
1532986743323527530,1.118310001,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.37000000477,-407.239929199,-170.187301636,30,-21.8679771423,-1.74578893185,82.9592590332,4.8372092247,20.8620948792,1.35198378563,0
1532986743420655203,1.215437674,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.45999991894,-394.437408447,-172.258331299,32,-21.8679771423,-1.74578893185,82.9592590332,5.25821399689,20.6133022308,1.34174644947,0
1532986743462415812,1.257198283,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.45999991894,-394.437408447,-172.258331299,32,-21.8679771423,-1.74578893185,82.9592590332,5.42764663696,20.5084724426,1.35596418381,0
1532986743525199301,1.319981772,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.53999996185,-387.114715576,-174.329360962,35,-21.8679771423,-1.74578893185,82.9592590332,5.67283201218,20.3508586884,1.43313860893,0
1532986743579962462,1.374744933,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.62999999523,-369.939025879,-176.366516113,37,-21.8679771423,-1.74578893185,82.9592590332,5.84933757782,20.2410526276,1.49064540863,0
1532986743618226730,1.413009201,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.62999999523,-369.939025879,-176.366516113,37,-29.6026477814,-2.06850671768,78.6321792603,6.13437795639,20.0685138702,1.57193768024,0
1532986743662444579,1.45722705,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.62999999523,-369.939025879,-176.366516113,37,-29.6026477814,-2.06850671768,78.6321792603,6.32615709305,19.953748703,1.62740135193,0
1532986743695808957,1.490591428,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.7199999094,-355.035400391,-178.369903564,39,-29.6026477814,-2.06850671768,78.6321792603,6.62442922592,19.7779827118,1.69167625904,0
1532986743791027708,1.585810179,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.81999993324,-345.645507812,-180.347869873,41,-29.6026477814,-2.06850671768,78.6321792603,6.92715930939,19.5867900848,1.74829375744,0
1532986743801447420,1.596229891,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.81999993324,-345.645507812,-180.347869873,41,-29.6026477814,-2.06850671768,78.6321792603,7.03226566315,19.5233097076,1.76476335526,0
1532986743856367989,1.65115046,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.81999993324,-345.645507812,-180.347869873,41,-29.6026477814,-2.06850671768,78.6321792603,7.3473906517,19.3369522095,1.82051348686,0
1532986743941961072,1.736743543,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,1.92999994755,-334.835632324,-182.300537109,43,-29.6026477814,-2.06850671768,78.6321792603,7.78878498077,19.077911377,1.9088973999,0
1532986743983773361,1.778555832,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.05999994278,-312.321655273,-184.210922241,45,-29.6026477814,-2.06850671768,78.6321792603,8.03188037872,18.9344863892,1.95100831985,0
1532986744040217861,1.835000332,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.05999994278,-312.321655273,-184.210922241,45,-29.6026477814,-2.06850671768,78.6321792603,8.37282276154,18.7288169861,2.01253199577,0
1532986744105621534,1.900404005,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.19000005722,-295.200164795,-186.079071045,47,-36.0284156799,-4.48043966293,68.4338302612,8.58421897888,18.5892238617,2.0544192791,0
1532986744124731620,1.919514091,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.19000005722,-295.200164795,-186.079071045,47,-36.0284156799,-4.48043966293,68.4338302612,8.79616355896,18.4566650391,2.09496235847,0
1532986744172389587,1.967172058,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.33999991417,-286.048309326,-187.93031311,49,-36.0284156799,-4.48043966293,68.4338302612,9.0274066925,18.311044693,2.15323734283,0
1532986744207179241,2.001961712,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.33999991417,-286.048309326,-187.93031311,49,-36.0284156799,-4.48043966293,68.4338302612,9.27058982849,18.1583614349,2.2076587677,0
1532986744290607211,2.085389682,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.50999999046,-277.894012451,-189.739227295,51,-36.0284156799,-4.48043966293,68.4338302612,9.72194576263,17.8552131653,2.3051803112,0
1532986744335552258,2.130334729,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.50999999046,-277.894012451,-189.739227295,51,-36.0284156799,-4.48043966293,68.4338302612,9.92827320099,17.7109127045,2.37768626213,0
1532986744433896759,2.22867923,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.69000005722,-266.268341064,-191.514389038,53,-38.874797821,-5.97894954681,63.4479751587,10.5020027161,17.3209838867,2.53099632263,0
1532986744491179081,2.285961552,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.88999986649,-261.757659912,-193.247268677,55,-38.874797821,-5.97894954681,63.4479751587,10.839132309,17.0874443054,2.58965015411,0
1532986744504149185,2.298931656,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.88999986649,-261.757659912,-193.247268677,55,-38.874797821,-5.97894954681,63.4479751587,10.9534521103,17.0072021484,2.61269497871,0
1532986744562481392,2.357263863,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,2.88999986649,-261.757659912,-193.247268677,55,-38.874797821,-5.97894954681,63.4479751587,11.4806051254,16.6562023163,2.63523101807,0
1532986744641607391,2.436389862,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.1099998951,-254.076202393,-194.946228027,57,-38.874797821,-5.97894954681,63.4479751587,11.8853816986,16.3895149231,2.60965013504,0
1532986744685106682,2.479889153,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.31999993324,-264.360992432,-196.603042603,59,-38.874797821,-5.97894954681,63.4479751587,12.1434297562,16.2104492188,2.6277513504,0
1532986744698307890,2.493090361,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.31999993324,-264.360992432,-196.603042603,59,-38.874797821,-5.97894954681,63.4479751587,12.2687826157,16.1192913055,2.64082193375,0
1532986744766762498,2.561544969,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.31999993324,-264.360992432,-196.603042603,59,-39.5215759277,-8.4948759079,54.8709030151,12.6258449554,15.8587503433,2.66192436218,0
1532986744815121967,2.609904438,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.53999996185,-244.345275879,-198.200668335,61,-39.5215759277,-8.4948759079,54.8709030151,12.9817810059,15.5954437256,2.72572898865,0
1532986744881391717,2.676174188,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.75999999046,-237.389373779,-199.772949219,63,-39.5215759277,-8.4948759079,54.8709030151,13.3369417191,15.3234329224,2.76107048988,0
1532986744928129367,2.722911838,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.75999999046,-237.389373779,-199.772949219,63,-39.5215759277,-8.4948759079,54.8709030151,13.5885410309,15.1360454559,2.75021338463,0
1532986744975558982,2.770341453,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.75999999046,-237.389373779,-199.772949219,63,-39.5215759277,-8.4948759079,54.8709030151,13.8460893631,14.9370756149,2.75194501877,0
1532986745027414121,2.822196592,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.99000000954,-234.988586426,-201.319869995,65,-39.5215759277,-8.4948759079,54.8709030151,14.2042093277,14.6472473145,2.75332975388,0
1532986745058045195,2.852827666,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,3.99000000954,-234.988586426,-201.319869995,65,-39.5215759277,-8.4948759079,54.8709030151,14.4008760452,14.4762821198,2.80767345428,0
1532986745092857921,2.887640392,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,4.21999979019,-241.754150391,-202.782211304,67,-39.5215759277,-8.4948759079,54.8709030151,14.5949707031,14.2944765091,2.88611316681,0
1532986745158238170,2.953020641,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,4.21999979019,-241.754150391,-202.782211304,67,-39.5215759277,-8.4948759079,54.8709030151,14.8847942352,14.0231666565,2.98189210892,0
1532986745193751694,2.988534165,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,4.46000003815,-215.821655273,-204.21925354,68,-39.5215759277,-8.4948759079,54.8709030151,14.8847942352,14.0231666565,2.98189210892,0
1532986745249344709,3.04412718,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,4.46000003815,-215.821655273,-204.21925354,68,-40.475982666,-12.2640275955,43.9103622437,15.2573413849,13.6589050293,3.14693546295,0
1532986745328946067,3.123728538,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,4.71999979019,-211.182785034,-205.613891602,70,-40.475982666,-12.2640275955,43.9103622437,15.6093473434,13.2969293594,3.28178882599,0
1532986745387073634,3.181856105,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,5.0,-209.980010986,-206.957931519,72,-40.475982666,-12.2640275955,43.9103622437,16.0378761292,12.8236942291,3.50719475746,0
1532986745450159010,3.244941481,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,5.0,-209.980010986,-206.957931519,72,-40.475982666,-12.2640275955,43.9103622437,16.0378761292,12.8236942291,3.50719475746,0
1532986745511706183,3.306488654,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,5.2999997139,-193.44291687,-208.268081665,74,-40.475982666,-12.2640275955,43.9103622437,16.3666248322,12.4299478531,3.70970082283,0
1532986745535153055,3.329935526,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,5.2999997139,-193.44291687,-208.268081665,74,-41.5103034973,-14.3234090805,36.7428588867,16.4619960785,12.3145151138,3.73062038422,0
1532986745596844419,3.39162689,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,5.6299996376,-209.626190186,-209.51914978,76,-41.5103034973,-14.3234090805,36.7428588867,16.750743866,11.9664764404,3.81285572052,0
1532986745626661065,3.421443536,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,5.6299996376,-209.626190186,-209.51914978,76,-41.5103034973,-14.3234090805,36.7428588867,16.9511871338,11.716635704,3.86490917206,0
1532986745660103139,3.45488561,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,5.6299996376,-209.626190186,-209.51914978,76,-41.5103034973,-14.3234090805,36.7428588867,17.1733016968,11.4364681244,3.87808465958,0
1532986745723391330,3.518173801,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,5.96999979019,-230.360992432,-210.711044312,78,-41.5103034973,-14.3234090805,36.7428588867,17.4994869232,11.0154733658,3.90021348,0
1532986745782339023,3.577121494,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,6.31999969482,-261.098083496,-211.826690674,79,-41.5103034973,-14.3234090805,36.7428588867,17.8208141327,10.5757026672,3.91906642914,0
1532986745794921225,3.589703696,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,6.31999969482,-261.098083496,-211.826690674,79,-41.5103034973,-14.3234090805,36.7428588867,17.9143447876,10.4388160706,3.9449198246,0
1532986745851487516,3.646269987,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,6.31999969482,-261.098083496,-211.826690674,79,-41.5103034973,-14.3234090805,36.7428588867,18.0765247345,10.167093277,4.03369855881,0
1532986745894390554,3.689173025,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,6.67999982834,-286.158935547,-212.874893188,81,-43.6825065613,-14.9181985855,28.7051582336,18.2685470581,9.85744190216,4.0562338829,0
1532986745988816698,3.783599169,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,7.0499997139,-310.983459473,-213.855361938,83,-43.6825065613,-14.9181985855,28.7051582336,18.860042572,8.8636264801,4.11200332642,0
1532986746084333368,3.879115839,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,7.41999959946,-336.199951172,-214.768295288,85,-43.6825065613,-14.9181985855,28.7051582336,19.1647720337,8.31650161743,4.10644292831,0
1532986746122675300,3.917457771,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,7.41999959946,-336.199951172,-214.768295288,85,-43.6825065613,-14.9181985855,28.7051582336,19.2384204865,8.17612552643,4.109562397,0
1532986746178940856,3.973723327,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,7.41999959946,-336.199951172,-214.768295288,85,-43.6825065613,-14.9181985855,28.7051582336,19.3872947693,7.89587450027,4.09161758423,0
1532986746213758831,4.008541302,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,7.7999997139,-341.452026367,-215.613616943,86,-40.2539978027,-13.5654611588,22.716550827,19.5232868195,7.62520360947,4.07167387009,0
1532986746252448505,4.047230976,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,7.7999997139,-341.452026367,-215.613616943,86,-40.2539978027,-13.5654611588,22.716550827,19.8008766174,7.05779647827,4.03059434891,0
1532986746292835038,4.087617509,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,8.17000007629,-361.037261963,-216.382644653,88,-40.2539978027,-13.5654611588,22.716550827,19.8008766174,7.05779647827,4.03059434891,0
1532986746376349824,4.171132295,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,8.17000007629,-361.037261963,-216.382644653,88,-40.2539978027,-13.5654611588,22.716550827,20.0471439362,6.50468635559,3.98501825333,0
1532986746414924811,4.209707282,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,8.52999973297,-361.231811523,-217.084259033,90,-40.2539978027,-13.5654611588,22.716550827,20.2108268738,6.09673118591,3.98535943031,0
1532986746500703494,4.295485965,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,8.88999938965,-366.466705322,-217.718231201,91,-40.2539978027,-13.5654611588,22.716550827,20.4055538177,5.53968954086,3.98898124695,0
1532986746608428127,4.403210598,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,9.25,-363.299377441,-218.276107788,93,-40.2539978027,-13.5654611588,22.716550827,20.6239719391,4.80684137344,4.03319358826,0
1532986746661480286,4.456262757,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,engine,9.60999965668,-372.075256348,-218.749298096,94,-40.2539978027,-13.5654611588,22.716550827,20.7343330383,4.3540763855,4.03895235062,0
