timestamp_ns,time_sec,flight_id,fault_type,alt_error,aspd_error,xtrack_error,wp_dist,nav_roll,nav_pitch,nav_yaw,nav_x,nav_y,nav_z,label_anomaly
1532135125001420816,0.0,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-0.299999982119,-890.012329102,-38.5205535889,6,-49.5800170898,1.70197486877,68.7900466919,14.2055568695,21.3981399536,-1.7093654871,0
1532135125032885232,0.031464416,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-0.299999982119,-890.012329102,-38.5205535889,6,-49.5800170898,1.70197486877,68.7900466919,14.3649902344,21.2252101898,-1.91343486309,0
1532135125049569808,0.048148992,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-0.5,-897.40045166,-36.0112304688,8,-49.5800170898,1.70197486877,68.7900466919,14.6088914871,20.9048500061,-2.36374902725,0
1532135125142536144,0.141115328,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-0.5,-897.40045166,-36.0112304688,8,-49.5800170898,1.70197486877,68.7900466919,14.9133358002,20.2328300476,-3.46405696869,0
1532135125160499248,0.159078432,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-0.829999983311,-914.201538086,-33.5357093811,11,-49.5800170898,1.70197486877,68.7900466919,14.9469633102,20.0834712982,-3.71903657913,0
1532135125202646672,0.201225856,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-0.829999983311,-914.201538086,-33.5357093811,11,-49.5800170898,1.70197486877,68.7900466919,14.9438476562,19.7822341919,-4.30352973938,0
1532135125278106704,0.276685888,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-1.31999993324,-928.78515625,56.575138092,13,-49.5800170898,1.70197486877,68.7900466919,14.733757019,19.207616806,-5.41709041595,0
1532135125311206896,0.30978608,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-1.31999993324,-928.78515625,56.575138092,13,-49.5800170898,1.70197486877,68.7900466919,14.6590156555,19.0879917145,-5.64351511002,0
1532135125337555632,0.336134816,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-1.31999993324,-928.78515625,56.575138092,13,2.00778961182,15.3046760559,56.2866897583,14.3990516663,18.7322387695,-6.24227952957,0
1532135125365069520,0.363648704,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-1.97999989986,-814.768432617,56.0734558105,15,2.00778961182,15.3046760559,56.2866897583,14.3990516663,18.7322387695,-6.24227952957,0
1532135125437608112,0.436187296,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-1.97999989986,-814.768432617,56.0734558105,15,2.00778961182,15.3046760559,56.2866897583,14.0106334686,18.222038269,-6.87817525864,0
1532135125464667696,0.46324688,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-2.76999998093,-792.278076172,55.6064147949,17,2.00778961182,15.3046760559,56.2866897583,13.8360919952,17.968503952,-7.10436153412,0
1532135125502891120,0.501470304,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-2.76999998093,-792.278076172,55.6064147949,17,2.00778961182,15.3046760559,56.2866897583,13.7562761307,17.8284263611,-7.23425626755,0
1532135125548312496,0.54689168,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-3.63999986649,-771.004516602,55.1740188599,20,2.00778961182,15.3046760559,56.2866897583,13.5241384506,17.4178638458,-7.5735616684,0
1532135125617679408,0.616258592,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-3.63999986649,-771.004516602,55.1740188599,20,2.00778961182,15.3046760559,56.2866897583,13.3217754364,16.9745330811,-7.86400747299,0
1532135125679536592,0.678115776,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-4.57999992371,-743.097106934,54.7625617981,22,2.00778961182,15.3046760559,56.2866897583,13.1167755127,16.5412635803,-8.11990737915,0
1532135125725395824,0.723975008,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-4.57999992371,-743.097106934,54.7625617981,22,-7.51349401474,21.5666694641,54.556968689,12.9559421539,16.1099796295,-8.31342220306,0
1532135125770218640,0.768797824,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-5.56999969482,-713.54296875,54.3419456482,24,-7.51349401474,21.5666694641,54.556968689,12.8668899536,15.8382749557,-8.4160861969,0
1532135125817457840,0.816037024,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-5.56999969482,-713.54296875,54.3419456482,24,-7.51349401474,21.5666694641,54.556968689,12.7545824051,15.558889389,-8.50221157074,0
1532135125861918544,0.860497728,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-6.57999992371,-671.997436523,53.9322280884,26,-7.51349401474,21.5666694641,54.556968689,12.5458679199,15.076921463,-8.52148151398,0
1532135125907205648,0.905784832,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-6.57999992371,-671.997436523,53.9322280884,26,-7.51349401474,21.5666694641,54.556968689,12.5458679199,15.076921463,-8.52148151398,0
1532135125958869232,0.957448416,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-7.58999967575,-608.538635254,53.5133476257,27,-7.51349401474,21.5666694641,54.556968689,12.4175367355,14.7627687454,-8.45847892761,0
1532135126004653936,1.00323312,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-7.58999967575,-608.538635254,53.5133476257,27,-7.51349401474,21.5666694641,54.556968689,12.3351697922,14.5577325821,-8.40383529663,0
1532135126043586544,1.042165728,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-8.59000015259,-545.853210449,53.0835113525,29,-11.6767606735,22.9277095795,57.9267234802,12.2084150314,14.2290287018,-8.33671188354,0
1532135126123965520,1.122544704,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-8.59000015259,-545.853210449,53.0835113525,29,-11.6767606735,22.9277095795,57.9267234802,12.0998296738,13.9154520035,-8.24992752075,0
1532135126179587600,1.178166784,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-9.55999946594,-491.02935791,52.6645774841,31,-11.6767606735,22.9277095795,57.9267234802,12.0051984787,13.6080255508,-8.15463447571,0
1532135126199745936,1.19832512,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-9.55999946594,-491.02935791,52.6645774841,31,-11.6767606735,22.9277095795,57.9267234802,11.9705257416,13.5017738342,-8.11897373199,0
1532135126255328464,1.253907648,carbonZ_2018-07-30-16-39-00_3_no_failure,normal,-10.5,-440.949066162,52.2209854126,33,-11.6767606735,22.9277095795,57.9267234802,11.8674230576,13.2099847794,-7.9881606102,0
