timestamp_ns,time_sec,flight_id,fault_type,alt_error,aspd_error,xtrack_error,wp_dist,nav_roll,nav_pitch,nav_yaw,nav_x,nav_y,nav_z,label_anomaly
1531944031317954007,0.0,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0599999986589,-180.9009552,-181.494247437,11,6.43778514862,-1.69193923473,-95.8139648438,-2.41049861908,-17.463602066,0.305700808764,0
1531944031366692633,0.048738626,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0799999982119,-80.6444168091,-181.271606445,13,6.43778514862,-1.69193923473,-95.8139648438,-2.41049861908,-17.463602066,0.305700808764,0
1531944031405431070,0.087477063,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0799999982119,-80.6444168091,-181.271606445,13,6.43778514862,-1.69193923473,-95.8139648438,-2.19464635849,-17.4708881378,0.296207219362,0
1531944031461613783,0.143659776,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0799999982119,-80.6444168091,-181.271606445,13,6.43778514862,-1.69193923473,-95.8139648438,-2.06110477448,-17.4807491302,0.242061018944,0
1531944031512367078,0.194413071,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0999999940395,-94.8808670044,-181.093490601,14,16.0665798187,-0.472388863564,-93.1274261475,-1.90287840366,-17.5214214325,0.163218483329,0
1531944031537873164,0.219919157,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0999999940395,-94.8808670044,-181.093490601,14,16.0665798187,-0.472388863564,-93.1274261475,-1.90287840366,-17.5214214325,0.163218483329,0
1531944031584070504,0.266116497,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.109999999404,-118.424034119,-180.937652588,16,16.0665798187,-0.472388863564,-93.1274261475,-1.79477596283,-17.5715637207,0.0607614293694,0
1531944031637412861,0.319458854,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.109999999404,-118.424034119,-180.937652588,16,16.0665798187,-0.472388863564,-93.1274261475,-1.73076438904,-17.6443119049,-0.0528990700841,0
1531944031664780529,0.346826522,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0999999940395,-144.964599609,-180.815200806,18,16.0665798187,-0.472388863564,-93.1274261475,-1.7324256897,-17.6929607391,-0.0921251773834,0
1531944031738173634,0.420219627,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0999999940395,-144.964599609,-180.815200806,18,16.0665798187,-0.472388863564,-93.1274261475,-1.76799428463,-17.7614421844,-0.0443494580686,0
1531944031767451779,0.449497772,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0899999961257,-150.08392334,-180.681625366,20,16.0665798187,-0.472388863564,-93.1274261475,-1.79608380795,-17.8104629517,0.0298852380365,0
1531944031805234897,0.48728089,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0899999961257,-150.08392334,-180.681625366,20,-5.07297563553,-2.27001690865,-93.6686782837,-1.83391571045,-17.8606433868,0.0922080278397,0
1531944031904460165,0.586506158,carbonZ_2018-07-18-15-53-31_2_engine_failure,engine,0.0899999961257,-151.499755859,-180.525772095,21,-5.07297563553,-2.27001690865,-93.6686782837,-1.99573051929,-17.9510421753,0.189629673958,0
